what,kind,bundleId,bundleVersion,description,time
started,bundle,com.yattasolutions.diagrams.classdiagram.gef,1.4.2.201202241146,"com.yattasolutions.diagrams.classdiagram.gef",1340300264046
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1340300264125
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1340300264859
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1340300264859
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1340300264859
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1340300264859
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1340300264875
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1340300264875
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1340300264875
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1340300264875
stopped,bundle,com.yattasolutions.codegen.java.reverse,1.4.2.201202241146,"com.yattasolutions.codegen.java.reverse",1340300264875
stopped,bundle,com.yattasolutions.persistency.ui,1.4.2.201202241145,"com.yattasolutions.persistency.ui",1340300264875
stopped,bundle,com.yattasolutions.codegen.java,1.4.2.201202241146,"com.yattasolutions.codegen.java",1340300264875
stopped,bundle,com.yattasolutions.codegen.java.JDTDisassembled,1.4.2.201202241146,"com.yattasolutions.codegen.java.JDTDisassembled",1340300264875
stopped,bundle,com.yattasolutions.umllab.runner,1.4.2.201202241146,"com.yattasolutions.umllab.runner",1340300264875
stopped,bundle,com.yattasolutions.umllab.api,1.4.2.201202241146,"com.yattasolutions.umllab.api",1340300264875
stopped,bundle,com.yattasolutions.umllab.templateworkbench,1.4.2.201202241146,"com.yattasolutions.umllab.templateworkbench",1340300264875
stopped,bundle,com.yattasolutions.umllab.roundtrip,1.4.2.201202241146,"com.yattasolutions.umllab.roundtrip",1340300264875
stopped,bundle,com.yattasolutions.codegen.reverse.ui,1.4.2.201202241146,"com.yattasolutions.codegen.reverse.ui",1340300264875
stopped,bundle,com.yattasolutions.codegen.oaw.ui,1.4.2.201202241145,"com.yattasolutions.codegen.oaw.ui",1340300264875
stopped,bundle,com.yattasolutions.codegen.reverse.oaw,1.4.2.201202241146,"com.yattasolutions.codegen.reverse.oaw",1340300264875
stopped,bundle,com.yattasolutions.codegen.ui,1.4.2.201202241145,"com.yattasolutions.codegen.ui",1340300264875
stopped,bundle,com.yattasolutions.linking.providers,1.4.2.201202241146,"com.yattasolutions.linking.providers",1340300264890
stopped,bundle,com.yattasolutions.xpandpp.ui,1.4.2.201202241146,"com.yattasolutions.xpandpp.ui",1340300264890
stopped,bundle,com.yattasolutions.codegen.oaw,1.4.2.201202241145,"com.yattasolutions.codegen.oaw",1340300264890
stopped,bundle,com.yattasolutions.codegen.reverse,1.4.2.201202241146,"com.yattasolutions.codegen.reverse",1340300264890
stopped,bundle,com.yattasolutions.codegen,1.4.2.201202241145,"com.yattasolutions.codegen",1340300264890
stopped,bundle,com.yattasolutions.linking,1.4.2.201202241146,"com.yattasolutions.linking",1340300264890
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1340300264890
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1340300264890
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1340300264890
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1340300264890
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1340300264890
stopped,bundle,com.yattasolutions.umllab.ccp,1.4.2.201202241146,"com.yattasolutions.umllab.ccp",1340300264890
stopped,bundle,com.yattasolutions.diagrams.classdiagram.gef,1.4.2.201202241146,"com.yattasolutions.diagrams.classdiagram.gef",1340300264890
stopped,bundle,com.yattasolutions.diagrams.classdiagram,1.4.2.201202241146,"com.yattasolutions.diagrams.classdiagram",1340300264890
stopped,bundle,com.yattasolutions.diagrams.layout,1.4.2.201202241146,"com.yattasolutions.diagrams.layout",1340300264906
stopped,bundle,com.yattasolutions.diagrams.mapping,1.4.2.201202241146,"com.yattasolutions.diagrams.mapping",1340300264906
stopped,bundle,com.yattasolutions.umllab.reporting.trac,1.4.2.201202241146,"com.yattasolutions.umllab.reporting.trac",1340300264906
stopped,bundle,com.yattasolutions.umllab,1.4.2.201202241146,"com.yattasolutions.umllab",1340300264906
stopped,bundle,com.yattasolutions.umllab.intro,1.4.2.201202241146,"com.yattasolutions.umllab.intro",1340300264906
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1340300264968
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1340300264968
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1340300264968
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1340300264984
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1340300265015
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1340300265078
stopped,bundle,org.eclipse.mylyn.ide.ant,3.7.0.I20120204-0747,"org.eclipse.mylyn.ide.ant",1340300265078
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1340300265093
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1340300265093
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1340300265109
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1340300265109
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1340300265109
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1340300265109
stopped,bundle,org.eclipse.mylyn.java.tasks,3.7.0.I20120204-0747,"org.eclipse.mylyn.java.tasks",1340300265109
stopped,bundle,org.eclipse.mylyn.java.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.java.ui",1340300265109
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1340300265109
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1340300265109
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1340304074453
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1340304074453
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1340304074468
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1340304074468
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1340304074468
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1340304074468
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1340304074468
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1340304074468
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1340304074468
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1340304074484
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1340304074484
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1340304074500
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1340304074515
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1340304074515
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1340304074578
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1340304074578
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1340304074609
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1340304074609
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1340304074671
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1340304074671
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1340304074671
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1340304075125
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1340304075125
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1340304075140
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1340304075140
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1340304075140
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1340304075140
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1340304075171
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1340304075171
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1340304075187
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1340304075187
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1340304075203
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1340304075203
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1340304075203
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1340304075218
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1340304075218
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1340304075218
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1340304075234
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1340304075234
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1340304075234
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1340304075250
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1340304075265
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1340304075265
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1340304075281
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1340304075281
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1340304075281
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1340304075281
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1340304075343
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1340304075343
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1340304075343
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1340304075343
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1340304075343
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1340304075343
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1340304075343
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1340304075343
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1340304075343
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1340304075343
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1340304075359
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1340304075359
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340304075359
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340304075359
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1340304075359
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1340304075359
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1340304075359
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1340304075359
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1340304075359
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1340304075375
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1340304075375
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1340304075375
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1340304075375
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1340304075375
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1340304075375
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340304075375
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340304075375
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340304075390
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1340304075390
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1340304075390
started,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1340304075390
started,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1340304075390
started,bundle,com.yattasolutions.codegen.reverse.ui,1.4.2.201202241146,"com.yattasolutions.codegen.reverse.ui",1340304075406
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1340304075406
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1340304075406
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.0.I20120204-0747,"org.eclipse.mylyn.bugzilla.core",1340304075406
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.bugzilla.ui",1340304075406
started,bundle,org.eclipse.mylyn.commons.core,3.7.0.I20120204-0747,"org.eclipse.mylyn.commons.core",1340304075406
started,bundle,org.eclipse.mylyn.commons.net,3.7.0.I20120204-0747,"org.eclipse.mylyn.commons.net",1340304075406
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.0.I20120204-0747,"org.eclipse.mylyn.commons.notifications.core",1340304075406
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.0.I20120204-0747,"org.eclipse.mylyn.commons.notifications.feed",1340304075406
started,bundle,org.eclipse.mylyn.commons.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.commons.ui",1340304075421
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.0.I20120204-0747,"org.eclipse.mylyn.commons.workbench",1340304075421
started,bundle,org.eclipse.mylyn.context.core,3.7.0.I20120204-0747,"org.eclipse.mylyn.context.core",1340304075421
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.context.tasks.ui",1340304075421
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.monitor.ui",1340304075421
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.tasks.ui",1340304075421
started,bundle,org.eclipse.mylyn.trac.core,3.7.0.I20120204-0747,"org.eclipse.mylyn.trac.core",1340304075421
started,bundle,org.eclipse.mylyn.trac.ui,3.7.0.I20120204-0747,"org.eclipse.mylyn.trac.ui",1340304075421
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1340304075437
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1340304075437
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1340304075453
os,sysinfo,,,"win32",1340304075468
